underRoad_gis_id,overRoad_gis_id
31404,14954
31404,14956
14960,31421
20610,31421
32709,31421
24169,31428
3715,31429
3724,31429
3720,31431
29120,31448
29746,31463
31464,1907
31464,2118
24169,31476
25946,31478
22315,31494
22318,31494
7939,31516
31543,168
31543,170
32339,31555
3575,31562
6591,31612
31613,3612
31613,4927
22367,31637
31668,31667
31669,31667
31667,31668
31667,31669
4343,31698
19846,31749
20473,31785
29973,31791
31799,31791
12306,31794
31800,31797
31801,31797
28288,31799
31791,31799
31797,31800
31797,31801
30173,31824
30173,31825
13938,31840
32829,31844
19949,31879
31989,31885
31993,31885
31885,31989
31885,31993
29832,32002
27028,32033
16568,32073
14887,32117
26806,32126
32141,32140
26800,32141
32140,32141
32620,32144
20533,32145
32158,32153
32160,32153
32163,32155
32164,32155
32159,32157
32153,32158
32157,32159
32153,32160
29393,32162
29394,32162
32155,32163
32155,32164
32190,2423
32190,2453
2597,32194
2600,32194
2020,32200
2056,32200
10496,32206
20080,32206
16144,32217
25146,32217
35065,32223
32821,32229
32236,14899
32236,18214
32239,3612
32239,4927
23981,32252
33197,32255
29716,32258
20114,32264
20384,32264
23281,32264
28387,32272
32371,32272
29597,32296
30626,32296
31555,32339
25992,32341
31008,32347
17989,32358
9572,32365
9579,32365
14897,32368
28387,32371
32272,32371
15674,32383
30233,32402
30234,32402
7115,32429
8585,32447
8751,32462
8751,32464
32547,35070
32548,35070
27391,32584
11360,32588
9375,32590
30173,32597
32144,32620
14774,32688
13563,32690
14774,32690
23930,32695
31421,32709
32762,32754
32762,32761
32754,32762
32761,32762
28158,32797
28791,32806
30474,32806
32229,32821
31844,32829
32839,28358
26619,32859
29594,32872
11115,32876
7261,32885
11115,32885
19509,32903
24940,32906
13587,32926
13970,33005
13971,33005
33017,33016
33016,33017
33029,10188
33029,10190
33030,10188
33030,10190
24912,33045
24268,33046
33059,33054
33054,33059
29161,33076
29161,33077
33080,29158
33080,29161
28064,33178
33194,469
33194,831
32255,33197
31273,33206
21751,33245
21753,33245
33265,1847
33265,1849
8607,33269
10998,33269
21877,33290
13040,33291
21879,33322
27163,33324
5383,33360
4671,33364
19746,33378
33412,33410
33414,33410
33412,33411
33410,33412
33411,33412
33410,33414
33427,33442
33427,33444
33427,33452
9360,33433
10741,33433
33427,33442
35492,33442
33427,33444
35492,33444
5083,33451
33427,33452
35492,33452
34829,33457
34837,33457
33468,3312
33468,3313
33468,9108
33470,4196
33470,4198
33473,3320
33473,3321
1524,33476
1524,33477
14270,33483
34265,33483
33487,3590
33487,11745
33520,13730
33520,13731
33523,33522
33522,33523
34979,33560
34981,33560
34979,33562
34981,33562
33590,34725
27544,33596
33952,33596
27544,33597
33597,33950
33597,34263
5733,33615
5733,33616
5731,33617
5731,33621
20842,33624
34290,33627
35365,33632
35368,33632
35369,33632
35365,33637
35368,33637
35369,33637
33662,191
33662,3321
33662,8000
33662,34821
20842,33664
33669,15433
4426,33686
12494,33686
14460,33692
33703,33839
33703,33840
35436,33707
35436,33714
33720,14665
33726,33723
33726,33723
33726,33727
33726,33727
329,33739
572,33739
33749,14833
33754,14833
14834,33768
16654,33783
17930,33783
33795,3823
33795,4903
3673,33797
34164,33806
14946,33821
33825,14929
33825,14934
33838,33839
33838,33840
33703,33839
33838,33839
33703,33840
33838,33840
27106,33854
33855,14833
33856,14833
33860,14833
1524,33876
34166,33896
35139,33919
10615,33938
10616,33938
33946,33950
33952,33946
5244,33949
33597,33950
33946,33950
33952,33950
5244,33951
33952,33596
33952,33946
33952,33950
5244,33954
33959,5246
33959,12115
33959,27541
35337,34016
34051,5303
34051,5305
34273,34090
34122,10689
34122,10694
3874,34146
18499,34161
18502,34161
34162,2905
33806,34164
33896,34166
14834,34171
35298,34186
137,34255
137,34258
13748,34262
33597,34263
34265,33483
184,34268
188,34268
192,34268
1325,34268
34273,34271
34273,34090
34273,34271
35233,34282
34284,3307
34284,3308
34284,3309
34284,3927
14460,34286
34290,33627
1520,34317
7160,34327
34330,34329
34329,34330
34336,5241
34341,34339
34339,34341
34355,34350
34355,34350
34364,7397
34364,9381
34364,12427
34413,7595
21427,34429
18570,34447
18574,34447
18570,34450
34452,2051
34454,160
34454,161
34455,101
34455,1455
34526,22390
5638,34528
8311,34528
5638,34531
8311,34531
1984,34565
1984,34567
14946,34585
34621,18246
34621,19392
34795,34624
2391,34625
2392,34625
34712,34625
2064,34626
2066,34626
2071,34626
2073,34626
2391,34627
2392,34627
34712,34627
1628,34640
1631,34640
34645,1540
34645,1687
34645,3127
34645,3128
34646,1540
34646,1687
34646,3127
34646,3128
34648,1540
34648,1687
34648,3127
34648,3128
34651,1540
34651,1687
34651,3127
34651,3128
34659,34718
34659,34951
34662,17550
34678,2905
19425,34678
2458,34680
2458,34683
2108,34684
2109,34684
2156,34684
2157,34684
35049,34691
34947,34697
34947,34699
34704,34922
34712,34625
34712,34627
34712,34799
34659,34718
35265,34718
31230,34722
31229,34725
33590,34725
2064,34729
2066,34729
2071,34729
2073,34729
34738,7690
34738,7692
34738,7693
7688,34741
11414,34741
34753,3312
34753,3313
34753,9108
18656,34767
18771,34767
34843,34767
1445,34777
1524,34777
1524,34778
1408,34793
2622,34793
1408,34794
2623,34794
2943,34794
34795,34624
34795,34797
34795,35268
34795,34797
2108,34798
2156,34798
2391,34798
34712,34799
20511,34807
20511,34811
20511,34812
20511,34814
34819,3307
34819,3308
34819,3309
34819,3927
33662,34821
34829,33457
19440,34832
34837,33457
34843,34767
34843,35073
34847,3647
34847,3649
34848,3647
34848,3649
1524,34857
34902,2171
34902,2175
12086,34909
10459,34910
10460,34910
34704,34922
35250,34922
34947,34697
34947,34699
34659,34951
35265,34951
10437,34955
10439,34955
10437,34956
10439,34956
10437,34957
10439,34957
12595,34966
19443,34974
19443,34976
34979,33560
34979,33562
34981,33560
34981,33562
35019,13826
19688,35023
35496,35046
35049,34691
32223,35065
32547,35070
32548,35070
18656,35073
18771,35073
34843,35073
4966,35074
4972,35074
24831,35077
30190,35077
24301,35093
24831,35093
4969,35096
35123,3911
35123,3938
35123,7411
35123,7414
35135,35134
24357,35135
35134,35135
33919,35139
27106,35196
35199,10150
35199,11330
18637,35201
18638,35201
35202,15433
35233,19161
35233,21331
35233,21332
35233,34282
35238,14665
10437,35239
10439,35239
35240,3911
35240,3938
35240,7411
35240,7414
35250,34922
5597,35256
5599,35256
35265,34718
35265,34951
34795,35268
34186,35298
34016,35337
35356,301
35358,4196
35358,4198
35365,33632
35365,33637
35368,33632
35368,33637
35369,33632
35369,33637
35386,3591
35386,3592
21427,35397
35436,33707
35436,33714
35492,33442
35492,33444
35492,33452
35046,35496
